"codigo","id_pop","crm","clasificacion_sitio","categoria_planificacion","sistema_energia","pe_3g","mpls","olt","olt_3play","core","panel_solar","latitud","longitud"
ESTMA017,271,Centro,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-35.983333,-70.4
ZU505,272,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.099649,-71.882984
ZU086,273,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.9847344,-71.2419368
ZU089,274,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.4258333,-71.6550001
ESTMA015,275,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-35.011111,-72.081667
ZU004,276,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.96178,-71.24924
ZU094,277,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.4290592,-71.6706478
ESTMA002,278,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-35.330028,-72.424028
FN640,279,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.000667,-71.075333
ZU060,280,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.40097,-71.64258
ZU095,281,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.9836421,-71.241175
ZU097,283,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.427755,-71.6577091
ZU098,284,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.587806,-71.744861
ZU010,285,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.96,-72.002222
TL534,286,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.427231,-71.654809
ZU077,287,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.420472,-71.654694
ESTMA008,288,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-35.412202,-71.696019
ZU003,289,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.825278,-71.601528
ZU503,290,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.209269,-71.867972
MA334,291,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.262763,-71.489338
ZU109,292,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.865917,-71.633333
ZU104,293,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.511139,-71.669222
TL076,294,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.850833,-72.0575
ESTMA007,295,Centro,B1,nan,ONGRID,SI,SI,NO,NO,NO,NO,-35.594,-71.731442
MA173,296,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.431446,-71.63557
MA119,297,Centro,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-35.325816,-71.581844
ZU053,298,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.463972,-71.6835
ZU014,299,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.9675,-72.3174998
MA186,302,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.978919,-71.24176
ESTBI025,303,Sur,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-36.743647,-72.297421
CC345,304,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.809167,-73.2625
ESTBI015,305,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-36.706778,-72.527472
ESTBI003,306,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-36.835092,-73.044186
BI826,307,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.825492,-73.030296
ESTBI007,308,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-37.423255,-73.239529
ESTBI014,309,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-36.341636,-71.720489
ESTBI022,310,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-37.162274,-72.071269
BI935,311,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.827083,-73.047942
ESTBI046,312,Sur,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-36.821162,-73.052624
CC297,313,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.897778,-72.807083
BI918,314,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.0105,-73.1645
ESTBI009,315,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-37.442443,-72.371394
ESTBI031,316,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-37.618006,-73.651613
FS649,317,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.564972,-72.158556
ZB538,318,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.08675,-71.851361
BI817,319,Sur,B1,C,ONGRID,NO,NO,SI,SI,NO,NO,-36.7583,-73.0875
ESTBI005,320,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-36.966858,-73.068778
ESTBI013,321,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-37.499611,-72.676067
FS675,322,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.900222,-71.933917
FS631,323,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.798667,-73.496139
ESTBI006,324,Sur,B1,B+,ONGRID,SI,SI,NO,SI,NO,NO,-36.9555,-73.1625
CC309,325,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.826833,-73.053806
ZB546,326,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.267082,-73.198227
CC048,327,Sur,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-36.641625,-72.094966
ZB523,328,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.677683,-72.133486
CC156,329,Sur,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.886861,-71.630306
ESTBI053,330,Sur,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-37.8868611,-71.6303056
ZB566,331,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.57749,-72.088002
FS665,332,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.197917,-72.624003
BI133,333,Sur,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-36.27219,-71.81494
BI163,334,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.831667,-73.049444
ZB529,335,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.495469,-72.795633
BI943,336,Sur,B2,C+,ONGRID,NO,SI,NO,NO,NO,NO,-37.178786,-72.945567
FS688,337,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.8495,-71.930278
FS632,338,Sur,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.760917,-73.484778
BI086,339,Sur,B1,C,ONGRID,NO,NO,NO,NO,NO,NO,-36.718457,-73.114391
ESTBI021,340,Sur,B1,nan,ONGRID,SI,SI,NO,SI,NO,NO,-36.717967,-73.113879
BI944,341,Sur,B1,C,ONGRID,SI,SI,NO,NO,NO,NO,-36.580889,-72.906472
ESTBI039,342,Sur,B1,nan,ONGRID,NO,NO,NO,NO,NO,NO,-36.580889,-72.906472
ESTBI042,343,Sur,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-37.120025,-72.015338
ESTAR001,344,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-37.799677,-72.711074
ZE002,345,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.985194,-72.926611
AR372,346,Sur,B1,C,ONGRID,SI,SI,NO,NO,NO,NO,-38.752529,-73.179934
ESTAR014,347,Sur,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-38.7088593,-73.1678812
AR798,348,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.752145,-72.61423
ESTAR022,349,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-38.754923,-72.581173
ZE518,350,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.805389,-72.262028
AR998,351,Sur,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.488558,-71.644171
ESTAR015,352,Sur,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-38.43665,-71.89312
ZE093,353,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.7391667,-72.5908335
ESTAR017,354,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-38.419417,-72.79425
ESTAR007,355,Sur,B1,C,ONGRID,SI,SI,NO,NO,NO,NO,-39.323444,-72.684444
ZE014,356,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-37.92286,-72.74743
AR586,357,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.973606,-72.242969
ESTAR011,358,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-38.694163,-72.561782
ESTAR020,359,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-38.74394,-72.96335
ESTAR016,360,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-38.11936,-72.34881
AR561,361,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-38.717423,-72.62534
ESTAR009,362,Sur,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-38.990222,-72.636778
ESTAR010,363,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-39.277803,-71.973476
AR776,364,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.22,-72.539389
ZE033,365,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.156091,-72.663532
TE031,366,Sur,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-39.292769,-72.184158
ESTAR013,367,Sur,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-39.285944,-72.24
FS734,368,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.216833,-72.930417
ESTLA016,369,Austral,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-39.815639,-73.154556
PM006,370,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-39.825174,-73.206522
LA978,371,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-42.464467,-73.513725
ESTLA040,372,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-42.538133,-73.418773
LA475,373,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.865028,-73.808114
ESTLA001,374,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-41.868714,-73.828707
FS714,375,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.582583,-73.725833
ESTLA009,376,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.264556,-73.693818
ESTLA017,377,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.765221,-73.139748
LA539,378,Austral,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.771556,-72.964602
LA408,379,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.476417,-73.770222
ESTLA042,380,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-42.48014,-73.762414
ESTLA002,381,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.89364,-73.8177
ESTLA005,382,Austral,B2,C,OFFGRID,NO,NO,NO,NO,NO,NO,-42.928263,-72.715005
PM496,383,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.485639,-72.854306
LA906,384,Austral,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-41.43753,-72.95814
LA451,385,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.557068,-73.826112
ESTLA022,386,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-42.625683,-73.77504
LA002,387,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.495778,-72.331694
FS711,388,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.923917,-73.3485
LA412,389,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.149064,-73.695533
LA976,390,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.37233,-73.65975
ESTLA025,391,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-42.376505,-73.650312
ESTLA010,392,Austral,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-41.114136,-73.035753
ESTLA004,393,Austral,A,C,ONGRID,SI,SI,NO,NO,SI,NO,-42.480778,-73.844797
PM538,394,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.3182,-72.9816722
ZL110,395,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.315017,-72.9854691
ESTLA014,396,Austral,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-40.602386,-73.21072
ESTLA003,397,Austral,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-41.615889,-73.203889
ESTLA006,398,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-43.349466,-72.401586
ESTLA007,399,Austral,B1,nan,ONGRID,NO,NO,NO,NO,NO,NO,-42.9167,-72.7167
ZL138,400,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.44805,-72.95682
ESTLA031,401,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-43.618592,-71.806356
ZL008,402,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.792554,-73.466076
ESTLA018,403,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-41.792443,-73.464874
PM235,404,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.706284,-73.014156
ESTLA033,405,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.96894,-72.88325
ESTLA015,406,Austral,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-41.313528,-72.997389
ZL341,407,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-42.402611,-73.631861
LA538,408,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-40.948778,-72.875994
AI751,409,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-46.516133,-71.753605
ESTAY001,410,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-46.5462167,-71.7257639
ESTAY016,411,Austral,A,A+,ONGRID,SI,SI,NO,NO,SI,NO,-45.572917,-72.065722
ESTAY009,412,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-44.000971,-72.420823
ESTAY004,413,Austral,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-45.405706,-72.69428
ESTAY005,414,Austral,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-45.461231,-72.818069
ESTAY007,415,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-44.722794,-72.683833
ESTAY008,416,Austral,B1,C,ONGRID,NO,NO,NO,NO,NO,NO,-44.325747,-72.568212
ESTMG004,417,Austral,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-53.155333,-71.044528
MG890,418,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-51.680306,-72.437657
ZP015,419,Austral,C,C,OFFGRID,NO,NO,NO,NO,NO,NO,-53.06335,-69.343592
PA547,420,Austral,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-54.046917,-68.80325
MG019,421,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-51.726663,-72.494586
ESTMG008,422,Austral,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-51.726818,-72.501469
MG469,423,Austral,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-53.16125,-70.907056
ESTMG017,424,Austral,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-53.1627,-70.9047
TA317,426,Norte,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-18.489306,-70.311167
TA313,427,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.441942,-70.300396
TA314,428,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.492722,-70.271389
ESTTA001,429,Norte,B1,nan,ONGRID,NO,SI,NO,SI,NO,NO,-18.47907,-70.31824
TA249,430,Norte,E,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.477073,-70.316192
TA290,431,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.480678,-70.310899
ESTTA046,432,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-18.471767,-70.292504
TA167,433,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.486056,-70.279472
TA086,435,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.484222,-70.305777
FN711,436,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-19.002139,-69.933556
TA021,437,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.43978,-70.29205
ESTTA022,438,Norte,B2,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-18.478253,-70.312599
ESTTA002,439,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-18.491315,-70.289195
ESTTA003,440,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-18.357,-70.326
ESTTA019,441,Norte,A,C,OFFGRID,NO,SI,NO,NO,SI,SI,-18.335584,-69.501781
TA459,442,Norte,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.454043,-70.289093
ESTTA020,443,Norte,A,C,OFFGRID,NO,SI,NO,NO,SI,SI,-18.277903,-69.139297
FN712,444,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.828583,-69.747639
FN749,445,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.825833,-69.741778
TA973,446,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.398517,-70.300336
TA485,447,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-19.1784,-70.175361
FN710,449,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.402528,-70.255639
TA085,450,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.469389,-70.305111
TA166,451,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.469849,-70.283184
ZT046,452,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.4796679,-70.3175339
TA253,453,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.439222,-70.284611
ESTTA004,455,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-18.489558,-70.32285
TA165,456,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.460392,-70.293431
FN713,457,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.203056,-69.267083
TA041,458,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.4654,-70.298676
TA084,459,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.481328,-70.302417
TA251,460,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.445556,-70.281389
ESTTA043,461,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-18.478253,-70.312599
TA069,462,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.213528,-69.570556
FN708,463,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.771083,-70.1955
TA946,464,Norte,D,C,OFFGRID,SI,NO,NO,NO,NO,NO,-18.45,-69.879694
ESTTA051,465,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-18.204378,-69.554958
TA250,466,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.432,-70.293583
TA479,467,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.489146,-70.288031
RPA1,468,Norte,C,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-17.8320278,-69.3126056
RPA2,469,Norte,C,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-18.0331944,-69.2958028
RPA3,470,Norte,C,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-18.1435556,-69.3022194
TA257,471,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.503125,-70.281022
TA191,472,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.551722,-70.120194
TA055,473,Norte,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-18.518337,-70.228764
ZT092,474,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.558278,-69.503056
TA854,475,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.478333,-70.3191668
ZT500,476,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.581428,-69.490353
TA563,477,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.522782,-70.166261
FN714,478,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.391944,-70.149639
FN715,479,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.455,-70.072444
FN716,480,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.412222,-70.185556
TA067,481,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.4446,-70.2926
TA068,482,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.45406,-70.29919
FN717,483,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-17.59175,-69.475055
ESTTA036,485,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.253709,-69.786013
ESTTA021,486,Norte,B1,nan,ONGRID,SI,SI,NO,NO,NO,NO,-20.273078,-70.100708
TA117,487,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.27712,-70.09755
TA727,489,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.276833,-70.089806
VT005,133189328,Norte,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.2682405,-70.107006
ESTTA037,490,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.254709,-69.786013
ESTTA025,491,Norte,B2,nan,OFFGRID,NO,SI,NO,NO,NO,SI,-21.002776,-68.797014
ESTTA026,492,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.489483,-69.330511
ESTTA038,493,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-20.255709,-69.786013
TA146,494,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.264701,-70.124891
TA040,495,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.231785,-70.138413
TA090,496,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.281185,-70.12675
TA575,497,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.22215,-70.15126
ESTTA007,498,Norte,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-19.813078,-69.962206
TA972,499,Norte,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-20.289747,-70.125086
TA087,500,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.212472,-70.132444
FN332,501,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-19.300972,-69.429778
ESTTA027,502,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-19.852498,-68.600999
ZT502,503,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-19.453983,-68.646694
TA110,504,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.03679,-69.775338
ESTTA006,505,Norte,B2,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-19.566667,-68.995556
ESTTA028,506,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.115,-69.009444
TA089,507,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.23969,-70.14259
ZT501,508,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-19.540209,-69.202905
TA003,509,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-21.349444,-70.091667
ESTTA008,510,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-19.995233,-69.767761
ESTTA024,511,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.536408,-70.180518
ESTTA023,512,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-19.276139,-68.638805
TA405,513,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-19.275,-68.634389
ESTTA029,514,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.040923,-68.831896
TA237,515,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.254678,-70.133384
TA318,516,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.252694,-70.127667
ESTTA030,517,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.751777,-68.683477
TA311,518,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.130559,-69.751293
TA771,519,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.709833,-68.693639
TA109,520,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.531784,-70.187308
TA225,521,Norte,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.211414,-70.141
TA321,522,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.244861,-70.128444
TA248,523,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.216264,-70.143689
TA320,524,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.216472,-70.155389
ESTTA048,525,Norte,B1,nan,ONGRID,NO,NO,NO,SI,NO,NO,-20.21548,-70.152207
TA168,526,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.195806,-70.135611
TA310,527,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.223056,-70.146306
TA170,528,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.286444,-70.092556
TA088,529,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.227063,-70.146747
TA053,530,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.425402,-69.575057
TA312,531,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.345972,-69.646972
TA258,532,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.256972,-70.1015
ZT022,533,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.225889,-70.142556
ESTTA031,534,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-19.861962,-68.827837
ESTTA039,536,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.129666,-69.186219
TA919,537,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.2059309,-70.137819
ESTTA040,538,Norte,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-20.071294,-69.218991
TA284,539,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.512,-69.3615
MQ263,540,Metropolitano,D,C+,ONGRID,NO,NO,NO,NO,NO,NO,-33.4446551,-70.6561692
ESTTA041,541,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-20.256709,-69.786013
TA487,542,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.064475,-69.268167
TA534,543,Norte,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.828269,-68.656457
TA571,544,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.983104,-68.642863
TA233,545,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.9721,-68.6289
TA234,546,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.9599,-68.695
